source_slug,source_title,source_category,link_type,target_url,target_title_or_service,anchor_text,section_heading,relevance_score,affiliate_network,revenue_opportunity,issue,recommended_action
ana-jal-mile-hikaku,ANAマイルとJALマイルはどっち?貯めやすさ・使いやすさを比較,shopping,A,../category/mile,マイル比較カテゴリページ,ANA・JAL・海外マイルを比較,まとめ,4,,,,
ana-mile-tameru-kachi,ANAマイルを貯めるべき人・貯めない方がいい人を解説,shopping,A,../articles/ana-mileage-mall-poikatsu,ANAマイレージモールの使い方!通販前にマイルを貯める経由術,ANAマイレージモール,飛行機に乗らずにANAマイルを貯める方法,5,,,,
ana-mile-tameru-kachi,ANAマイルを貯めるべき人・貯めない方がいい人を解説,shopping,A,../articles/rakuten-ana-mile-koukan,楽天ポイントをANAマイルに交換できる?交換ルートと注意点を解説,楽天ポイントからの交換,飛行機に乗らずにANAマイルを貯める方法,4,,,,
ana-mile-tameru-kachi,ANAマイルを貯めるべき人・貯めない方がいい人を解説,shopping,A,../category/mile#hikouki-nashi,マイル比較カテゴリページ(飛行機に乗らない方法セクション),マイル比較ページの「飛行機に乗らずにマイルを貯める方法」,飛行機に乗らずにANAマイルを貯める方法,4,,,,
ana-mile-tameru-kachi,ANAマイルを貯めるべき人・貯めない方がいい人を解説,shopping,A,../articles/ana-jal-mile-hikaku,ANAマイルとJALマイルはどっち?貯めやすさ・使いやすさを比較,ANAマイルとJALマイルはどっち?貯めやすさ・使いやすさを比較,貯めない方がいい場合の代替案,5,,,,
ana-mile-tameru-kachi,ANAマイルを貯めるべき人・貯めない方がいい人を解説,shopping,A,../articles/ana-mileageplus-hikaku,ANAマイルとMileagePlusはどっち?同じスターアライアンスで何が違う?,ANAマイルとMileagePlusはどっち?同じスターアライアンスで何が違う?,貯めない方がいい場合の代替案,4,,,,
ana-mile-tameru-kachi,ANAマイルを貯めるべき人・貯めない方がいい人を解説,shopping,A,../category/common-point,共通ポイント5種の比較カテゴリページ,共通ポイント5種の比較ページ,貯めない方がいい場合の代替案,3,,,,
ana-mile-tameru-kachi,ANAマイルを貯めるべき人・貯めない方がいい人を解説,shopping,A,../articles/ana-jal-mile-hikaku,ANAマイルとJALマイルはどっち?貯めやすさ・使いやすさを比較,ANAマイルとJALマイルの比較記事,よくある質問,4,,,,
ana-mile-tameru-kachi,ANAマイルを貯めるべき人・貯めない方がいい人を解説,shopping,A,../category/mile,マイル比較カテゴリページ,ANA・JAL・海外マイルを比較,まとめ,4,,,,
ana-mileage-mall-poikatsu,ANAマイレージモールの使い方!通販前にマイルを貯める経由術,shopping,A,mile-koukan-merit,ポイントをマイルに交換するメリットは?旅行好き向けポイ活入門,ポイントをマイルに交換するメリットは?旅行好き向けポイ活入門,5. 旅行目的で使うコツ,4,,,,
ana-mileageplus-hikaku,ANAマイルとMileagePlusはどっち?同じスターアライアンスで何が違う?,shopping,A,../articles/ana-jal-mile-hikaku,ANAマイルとJALマイルはどっち?貯めやすさ・使いやすさを比較,ANAマイルとJALマイルはどっち?,有効期限の違いが最大のポイント,5,,,,
ana-mileageplus-hikaku,ANAマイルとMileagePlusはどっち?同じスターアライアンスで何が違う?,shopping,A,../articles/mileageplus-nihon-zaijuu,MileagePlusは日本在住でも貯める価値がある?メリット・注意点を解説,MileagePlusは日本在住でも貯める価値がある?,どんな人にどちらが向くか,5,,,,
ana-mileageplus-hikaku,ANAマイルとMileagePlusはどっち?同じスターアライアンスで何が違う?,shopping,A,../articles/mileageplus-nihon-zaijuu,MileagePlusは日本在住でも貯める価値がある?メリット・注意点を解説,MileagePlusは日本在住でも貯める価値がある?,よくある質問,4,,,,
ana-mileageplus-hikaku,ANAマイルとMileagePlusはどっち?同じスターアライアンスで何が違う?,shopping,A,../category/mile,マイル比較カテゴリページ,ANA・JAL・海外マイルを比較,まとめ,4,,,,
au-uq-ponta,au・UQユーザーはPontaポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../articles/aupay-ponta,au PAYでPontaポイントを貯める方法!スマホ決済との組み合わせを解説,au PAY,相性が良いサービス,5,,,,
au-uq-ponta,au・UQユーザーはPontaポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../articles/lawson-ponta,ローソンでPontaポイントを貯める方法!買い物前に知っておきたい基本,ローソン,相性が良いサービス,5,,,,
au-uq-ponta,au・UQユーザーはPontaポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../articles/aupay-furusato-poikatsu,au PAYふるさと納税のPontaポイントは貯まる?2025年10月の変更を解説,au PAY ふるさと納税,相性が良いサービス,4,,,,
au-uq-ponta,au・UQユーザーはPontaポイントにまとめるべき?相性の良いサービスを解説,shopping,A,docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,dポイントとの相性,他のポイントを選んだ方がよいケース,3,,,,
au-uq-ponta,au・UQユーザーはPontaポイントにまとめるべき?相性の良いサービスを解説,shopping,A,dpoint-ponta-hikaku,dポイントとPontaはどっちが得?貯め方・使える店・有効期限を比較,dポイントとPontaポイントはどっち?,他のポイントを選んだ方がよいケース,4,,,,
au-uq-ponta,au・UQユーザーはPontaポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../articles/yosekatsu,ポイ活の新常識!ポイントを分散せず効率よく貯める「寄せ活」の始め方,ポイ活の新常識!ポイントを分散せず効率よく貯める「寄せ活」の始め方,編集部の判断|段階別に見るまとめる価値,3,,,,
au-uq-ponta,au・UQユーザーはPontaポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../articles/ponta-kiso,Pontaポイントとは?貯め方・使い方・相性の良いサービスを解説,Pontaポイントとは?貯め方・使い方・相性の良いサービスを解説,編集部の判断|段階別に見るまとめる価値,5,,,,
au-uq-ponta,au・UQユーザーはPontaポイントにまとめるべき?相性の良いサービスを解説,shopping,A,dpoint-ponta-hikaku,dポイントとPontaはどっちが得?貯め方・使える店・有効期限を比較,dポイントとPontaポイントの比較記事,よくある質問,4,,,,
au-uq-ponta,au・UQユーザーはPontaポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../category/common-point,共通ポイント5種の比較カテゴリページ,共通ポイント5種の比較ページ,よくある質問,4,,,,
aupay-market-toha,au PAY マーケットとは?特徴とポイントの貯め方をわかりやすく解説,shopping,F,https://px.a8.net/svt/ejp?a8mat=4B84X3+7EQ8KA+54O2+61JSH,au PAY マーケット(A8.net),au PAY マーケットの公式サイトを見る 公式サイトへ移動します,こんな方におすすめ,5,A8.net,,,
biccamera-toha,ビックカメラ.comとは?特徴とポイントの貯め方をわかりやすく解説,shopping,E,https://www.biccamera.com/,ビックカメラ.com(公式・非アフィリエイト),ビックカメラ.comの公式サイトを見る 公式サイトへ移動します,こんな方におすすめ,4,,MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM,公式直リンクのみでアフィリエイト化されていない。ビックカメラのアフィリエイトプログラムがあれば切り替えを検討
carshare-point-katsuyou,カーシェアでポイ活する方法とは?短時間利用の節約ポイントを解説,shopping,F,https://tr.affiliate-sp.docomo.ne.jp/cl/d0000004528/5239/665,dカーシェア(ドコモアフィリエイト),dカーシェアのサービス内容を見る 公式サイトへ移動します,2. ポイントが使える場面,3,ドコモアフィリエイト,,,記事は「カーシェア」全般がテーマのためdカーシェア以外の主要カーシェアサービスにも触れ比較を厚くすると訴求力が上がる
charge-route-point,チャージルートでポイントを増やす考え方!複雑にしすぎない決済設計,shopping,A,point-niju-sanjudori-kumiawase,ポイント二重取り・三重取りの組み合わせ早見表!おすすめルートを解説,ポイント二重取り・三重取りの組み合わせ早見表,よくある質問,4,,,,
cleaning-poikatsu,クリーニング代でポイントを貯める方法!宅配と店舗を比較するコツ,shopping,A,../category/shopping,ショッピングカテゴリページ,ショッピングの比較・選び方,よくある質問,3,,,,
code-kessai-4sha-hikaku,コード決済4社を徹底比較|PayPay・d払い・楽天ペイ・au PAY,shopping,A,../category/common-point,共通ポイント5種の比較カテゴリページ,共通ポイント5種の比較,3. 貯まるポイント・使えるポイント・有効期限を比較,4,,,,
code-kessai-4sha-hikaku,コード決済4社を徹底比較|PayPay・d払い・楽天ペイ・au PAY,shopping,A,../articles/sumaho-kessai-poikatsu,スマホ決済でポイ活する方法!PayPay・楽天ペイ・d払いの使い分け,スマホ決済でポイ活する方法,よくある質問,4,,,,
code-kessai-4sha-hikaku,コード決済4社を徹底比較|PayPay・d払い・楽天ペイ・au PAY,shopping,A,../articles/qr-kessai-poikatsu,QRコード決済でポイントを貯める方法!支払い前のチェックポイント,QRコード決済でポイントを貯める方法,よくある質問,4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,../category/supermarket,スーパー比較カテゴリページ,スーパー比較ページ,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#ketsuron,(同一ページ内アンカー:結論),結論,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#kubun,(同一ページ内アンカー:dポイントカードとd払いは別),dポイントカードとd払いは別,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#hikaku,(同一ページ内アンカー:比較表),dポイントが貯まる・使えるスーパー比較表,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#chiiki,(同一ページ内アンカー:地域別),地域別に見るdポイント対応スーパー,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#erabanai,(同一ページ内アンカー:選ばない),dポイント対応だけでスーパーを選ばない,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#youtobetsu,(同一ページ内アンカー:利用状況別),利用状況別|スーパーでdポイントを貯める価値,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#simulation,(同一ページ内アンカー:シミュレーション),利用額別シミュレーション,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#dokuji,(同一ページ内アンカー:独自ポイント),独自ポイントとdポイント、どちらを貯める?,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#muku,(同一ページ内アンカー:向いている人),dポイントが向いている人,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#muitenai,(同一ページ内アンカー:無理に寄せなくてもいい人),無理に寄せなくてもいい人,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#faq,(同一ページ内アンカー:FAQ),よくある質問,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,#matome,(同一ページ内アンカー:まとめ),まとめ,(見出しなし),4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,../category/supermarket,スーパー比較カテゴリページ,スーパー比較ページ,dポイントが貯まる・使えるスーパー比較表,4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,../category/supermarket,スーパー比較カテゴリページ,スーパー比較ページ,九州,3,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,../articles/docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,ドコモ・ahamoユーザーはdポイントにまとめるべき?,dポイントが向いている人,5,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,../articles/dpoint-kiso,dポイントの貯め方を初心者向けに解説!ドコモ以外の人でも使える?,dポイントの貯め方を初心者向けに解説,dポイントが向いている人,5,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,../articles/ponta-supermarket,Pontaが貯まるスーパー一覧|使える店舗・地域スーパーも比較,Pontaが貯まる・使えるスーパーを比較するページ,無理に寄せなくてもいい人,4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,../category/supermarket,スーパー比較カテゴリページ,スーパー比較ページ,まとめ,4,,,,
d-point-supermarket,dポイントが貯まるスーパー一覧|使える店舗・地域スーパーも比較,shopping,A,../category/common-point,共通ポイント5種の比較カテゴリページ,共通ポイント5種を比較するページ,まとめ,4,,,,
daimaru-matsuzakaya-toha,大丸松坂屋オンラインストアとは?特徴とポイントの貯め方をわかりやすく解説,shopping,F,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3776575&pid=892689186&vc_url=https%3A%2F%2Fwww.daimaru-matsuzakaya.jp,大丸松坂屋オンラインストア(ValueCommerce),大丸松坂屋オンラインストアの公式サイトを見る 公式サイトへ移動します,こんな方におすすめ,5,ValueCommerce,,,
denryoku-norikae-point,電力会社乗り換えでポイントを貯める方法!料金比較と特典の見方,shopping,A,docomo-denki-poikatsu,ドコモでんきとは?電気代でdポイントが貯まる仕組みを解説,ドコモでんき,2. ポイント特典の確認,5,,,,
denryoku-norikae-point,電力会社乗り換えでポイントを貯める方法!料金比較と特典の見方,shopping,A,koukyou-ryokin-poikatsu,電気・ガス・水道でポイントは貯まる?公共料金ポイ活の基本,電気・ガス・水道でポイントは貯まる?公共料金ポイ活の基本,5. 家計全体で判断するコツ,4,,,,
docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../articles/dpoint-tsukaikata,dポイントの使い方とは?店舗・連携・交換まで完全ガイド,d払い,相性が良いサービス,4,,,,アンカーテキスト「d払い」がリンク先記事タイトル(dポイントの使い方)とやや不一致。「dポイントの使い方を見る」等リンク先内容が明確な文言に統一を推奨
docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../articles/dcard-poikatsu,dカードはポイ活におすすめ?dポイントを貯めやすい人の特徴,dカード,相性が良いサービス,5,,,,
docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../articles/ahamo-hikari-poikatsu,ahamo光とは?料金・dポイント特典・工事費無料の条件を解説,ahamo光,相性が良いサービス,4,,,,
docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../articles/docomo-denki-poikatsu,ドコモでんきとは?電気代でdポイントが貯まる仕組みを解説,ドコモでんき,相性が良いサービス,4,,,,
docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../articles/dpoint-tsukaikata,dポイントの使い方とは?店舗・連携・交換まで完全ガイド,dポイントの使い方,相性が良いサービス,4,,,,
docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,shopping,A,rakuten-mobile-rakuten-point,楽天モバイルなら楽天ポイントにまとめるべき?楽天経済圏との相性を解説,楽天ポイントとの相性,他のポイントを選んだ方がよいケース,3,,,,
docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,shopping,A,au-uq-ponta,au・UQユーザーはPontaポイントにまとめるべき?相性の良いサービスを解説,Pontaポイント,他のポイントを選んだ方がよいケース,3,,,,
docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../articles/yosekatsu,ポイ活の新常識!ポイントを分散せず効率よく貯める「寄せ活」の始め方,ポイ活の新常識!ポイントを分散せず効率よく貯める「寄せ活」の始め方,編集部の判断|こんな人ならまとめる価値が高い,3,,,,
docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,shopping,A,dpoint-ponta-hikaku,dポイントとPontaはどっちが得?貯め方・使える店・有効期限を比較,dポイントとPontaポイントの比較記事,よくある質問,4,,,,
docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,shopping,A,../category/common-point,共通ポイント5種の比較カテゴリページ,共通ポイント5種の比較ページ,よくある質問,4,,,,
docomo-select-toha,docomo selectとは?スマホアクセサリー購入とdポイントを解説,shopping,F,https://tr.affiliate-sp.docomo.ne.jp/cl/d0000001231/5239/428,docomo select(ドコモアフィリエイト),docomo selectの詳細を見る 公式サイトへ移動します,こんな方におすすめ,5,ドコモアフィリエイト,,,
doramori-point,ドラッグストアモリのポイントを解説|ポイントデー・使い方・キャッシュレス時の条件,shopping,A,drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,ドラッグストアのポイント徹底比較,よくある質問,5,,,,
dpoint-ponta-hikaku,dポイントとPontaはどっちが得?貯め方・使える店・有効期限を比較,shopping,A,kikangentei-point-5shu-hikaku,期間限定ポイント5種を比較!失効前に使い切る方法,期間限定ポイント5種を比較,最新の有効期限制度(2025年12月改定),4,,,,
dpoint-ponta-hikaku,dポイントとPontaはどっちが得?貯め方・使える店・有効期限を比較,shopping,A,docomo-ahamo-dpoint,ドコモ・ahamoユーザーはdポイントにまとめるべき?相性の良いサービスを解説,詳しく見る →,ケース別|どっちが得?,4,,,VAGUE_ANCHOR,アンカー「詳しく見る →」を「ドコモ・ahamoユーザー向けの相性を詳しく見る」等、リンク先が分かる文言に変更
dpoint-ponta-hikaku,dポイントとPontaはどっちが得?貯め方・使える店・有効期限を比較,shopping,A,au-uq-ponta,au・UQユーザーはPontaポイントにまとめるべき?相性の良いサービスを解説,詳しく見る →,ケース別|どっちが得?,4,,,VAGUE_ANCHOR,アンカー「詳しく見る →」を「au・UQユーザー向けの相性を詳しく見る」等、リンク先が分かる文言に変更
dpoint-ponta-hikaku,dポイントとPontaはどっちが得?貯め方・使える店・有効期限を比較,shopping,A,point-toushi-unyou-service-hikaku,ポイント投資・ポイント運用を主要サービスで比較,詳しく見る →,ケース別|どっちが得?,3,,,VAGUE_ANCHOR,アンカー「詳しく見る →」を「ポイント投資サービスを詳しく見る」等、リンク先が分かる文言に変更
dpoint-ponta-hikaku,dポイントとPontaはどっちが得?貯め方・使える店・有効期限を比較,shopping,A,point-tamaru-ginkou-hikaku,ポイントが貯まる銀行を比較!d・楽天・V・Ponta・PayPay系の選び方,ポイントが貯まる銀行を比較,ケース別|どっちが得?,4,,,,
dpoint-ponta-hikaku,dポイントとPontaはどっちが得?貯め方・使える店・有効期限を比較,shopping,A,yosekatsu,ポイ活の新常識!ポイントを分散せず効率よく貯める「寄せ活」の始め方,ポイ活の新常識!ポイントを分散せず効率よく貯める「寄せ活」の始め方,ポイントをまとめるときの注意,4,,,,
dpoint-ponta-hikaku,dポイントとPontaはどっちが得?貯め方・使える店・有効期限を比較,shopping,A,../category/common-point,共通ポイント5種の比較カテゴリページ,共通ポイント5種の比較ページ,よくある質問,4,,,,
drugstore-poikatsu,ドラッグストアでポイ活する方法!日用品・薬・コスメでポイントを貯める,shopping,A,drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,ドラッグストアのポイント徹底比較,(見出しなし),5,,,,
drugstore-poikatsu,ドラッグストアでポイ活する方法!日用品・薬・コスメでポイントを貯める,shopping,A,matsukiyo-cocokara-point,マツキヨココカラのポイント制度!マツキヨココカラポイントとdポイントの関係,マツキヨココカラのポイント制度,2. 共通ポイントの使い分け,4,,,,
drugstore-poikatsu,ドラッグストアでポイ活する方法!日用品・薬・コスメでポイントを貯める,shopping,A,matsukiyo-cocokara-poikatsu,マツキヨココカラでポイ活する方法!アプリ・クーポン・決済の基本,マツキヨココカラでポイ活する方法,2. 共通ポイントの使い分け,4,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,#hikaku,(同一ページ内アンカー),主要14社を一覧比較,(見出しなし),4,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,#kyoutsu,(同一ページ内アンカー),共通ポイントとの関係を整理,(見出しなし),4,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,#pointup,(同一ページ内アンカー),ポイントアップ制度,(見出しなし),4,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,#taishougai,(同一ページ内アンカー),対象外になりやすい商品,(見出しなし),4,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,#simulation,(同一ページ内アンカー),月間利用額シミュレーション,(見出しなし),4,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,#osusume,(同一ページ内アンカー),利用状況別のおすすめ,(見出しなし),4,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,#faq,(同一ページ内アンカー),よくある質問,(見出しなし),4,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,#matome,(同一ページ内アンカー),まとめ,(見出しなし),4,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,../category/common-point,共通ポイント5種の比較カテゴリページ,共通ポイント5種を比較するページ,共通ポイントとの関係を整理,4,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,matsukiyo-cocokara-point,マツキヨココカラのポイント制度!マツキヨココカラポイントとdポイントの関係,マツキヨココカラの記事,ポイントアップ制度,5,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,doramori-point,ドラッグストアモリのポイントを解説|ポイントデー・使い方・キャッシュレス時の条件,ドラッグストアモリの記事,ポイントアップ制度,5,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,seims-point,ドラッグセイムスのポイントを解説|セイムスポイントカードと楽天ポイントの関係,ドラッグセイムスの記事,ポイントアップ制度,5,,,,
drugstore-point-hikaku,ドラッグストアのポイントを徹底比較|マツキヨ・ウエルシア・スギ薬局・ツルハなど,shopping,A,../articles/matsukiyo-cocokara-point,マツキヨココカラのポイント制度!マツキヨココカラポイントとdポイントの関係,マツキヨココカラ,まとめ,4,,,,
